No.	PN Title	Content	Sector	Customer	Focus	Services	Technology	Application	Tools	Published	Presentation	Author	Name	Project	Modified By	Modified	Item Type	Path
516	Architekturanalyse einer E-Commerce-Plattform	Eine Architekturanalyse zeigt Optimierungsmöglichkeiten der E-Commerce-Plattform von Swisscom. Zühlke macht einen Architekturvorschlag und unterstützt die Kundin bei dessen erfolgreicher Umsetzung.	Telecommunications	Swisscom	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Expertise;#Development;#_ Software solutions;#__ Development support"	.NET	"Rich Internet Applications;#E-Commerce"	"ASP .NET;#C#;#CruiseControl;#IIS;#MS .NET Framework;#MS SQL;#Hibernate; MS Visual Studio; Commerce Server; SourceGear Vault"	10.06.2009		pag	pn_516_d_e-commerce_plattform_web.pdf	C10787	Martin, Elisabeth	17.06.2010 15:30	Item	services/bd/pn/Project Notes published
515	Entwicklungsprozess für Maschinensoftware optimiert	Ein Maschinenhersteller beauftragt Zühlke mit der Analyse und der Optimierung seines Software-Entwicklungsprozesses. Pragmatische Maßnahmen im Configuration Management und im Testprozess führen zum Ziel.	Machinery & Plants	Netstal	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process"		"Embedded Systems;#Machine Control Systems"	"CruiseControl;#RUP;#Subversion"	13.03.2009		pre	pn_515_d_maschinen_sw_prozess_web.pdf	C11378	Martin, Elisabeth	17.06.2010 15:31	Item	services/bd/pn/Project Notes published
513	Entwickler erhalten Schulung während der Projektarbeit	Ein Team von PL-I Entwicklern wird in einer Ausbildungsinitiative der ZKB in die objektorientierte Programmierung mit Java eingeführt. Zühlke entwickelt das Konzept mit den Modulen Schulung, Projektarbeit und Selbststudium.	Banking & Financial Services	ZKB	Software Solutions	"Consulting;#_ Methodology;#_ Team Training"				16.04.2009		rgr	pn_513_d_ausbildungsinitiative_web.pdf		Martin, Elisabeth	17.06.2010 15:31	Item	services/bd/pn/Project Notes published
512	Model-Based Design für eine Kaffeemaschinensteuerung	Zühlke entwickelt das Funktionsmuster für eine neue semi-profes­sio­­nelle Kaffeemaschine. Die dazuge­hö­rige Steuerung realisieren und opti­mieren die Spezia­listen effizient und in kurzer Zeit mit Model-Based Design.	Others	Egro	Product Innovation	"Development;#_ Product innovation;#__ Product development"	Model-Based Design		"Matlab;#Simulink"	21.10.2009		gal	pn_512_d_kaffeemaschine_mbd_web.pdf	p1790	Martin, Elisabeth	17.06.2010 15:32	Item	services/bd/pn/Project Notes published
511	Embedded Software – automatisiert testen	Automatisiertes Testen von Embedded-Software gilt immer noch als schwierig bis unmöglich. Dieses Projekt bei der Schindler Aufzüge AG zeigt, wie mit erstaunlich geringem Aufwand eine robuste und flexible Lösung entsteht.	Machinery & Plants	Schindler	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Consultation;#_ Methodology;#__ Software-Testing;#Development;#_ Software solutions;#__ Bespoke Solutions;#_ Product innovation;#__ Test Engineering"	Real-Time and Embedded Software	"Embedded Systems;#Control Systems;#Machine Control Systems"	"C#;#MS .NET Framework;#Windows;#XML"	18.06.2009		dav	pn_511_d_test_embedded_web.pdf	C11488	Martin, Elisabeth	17.06.2010 15:32	Item	services/bd/pn/Project Notes published
510	Hormonabgabe mit Pflaster statt Spritze	Mit einem Laserhandgerät möchte ein Medizintechnik-Unternehmen die Durch­lässigkeit von Haut erhöhen. Zühlke entwickelt das Geräte­gehäuse, das Disposable sowie die Ablenkeinheit für den Laser.	Medical & Laboratory Devices	Pantec Biosolutions AG	Product Innovation	"Development;#_ Product innovation;#__ Product development;#__ Building Prototypes;#__ Simulation & Calculation"	"Digital Engineering;#Plastics Technology"		"ANSYS;#Solid Works;#Moldflow Plastic Advisor; ProEngineer WF4"	13.11.2008		"kde; fgt; fit"	pn_510_d_hormonabgabegeraet_web.pdf	"C10551; C10644"	Martin, Elisabeth	25.01.2011 16:33	Item	services/bd/pn/Project Notes published
509	Integrationsarchitektur für bundesweites Pfand-Clearing	Bei der Verarbeitung von Einwegpfand fallen täglich immense Datenmengen an. Zühlke entwickelt für einen Dienstleister die entsprechend skalierbare Integrationsarchitektur bis zum Proof-of-Concept.	Trade & Wholesale Trade	GETEC	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Consultation;#_ Methodology;#__ Requirements Engineering;#Development;#_ Software solutions;#__ Development support;#Integration;#_ Integration Solutions;#_ ZAFIR"	".NET;#BizTalk"	Rich Internet Applications	"C#;#MS SQL;#SQL Server Intergration Services"	23.03.2009		dew, cab	pn_509_d_pfand-clearing_web.pdf	C 11423	Martin, Elisabeth	17.06.2010 15:45	Item	services/bd/pn/Project Notes published
508	E-Payment Plattform erstmals nach ep2 Standard	PostFinance führt den Zahlungsstandard ep2 für Kartentransaktionen im E-Commerce ein. Zühlke entwickelt zusammen mit dem Kundenteam neue Zahlungskomponenten und hilft beim Testen und Migrieren der E-Payment Plattform.	Banking & Financial services	Postfinance	Software Solutions	"Consulting;#_ Methodology;#__ Software-Testing;#Development;#_ Software solutions;#__ Bespoke Solutions;#__ Development support"	"Java EE;#Web Services"	"Mobile Computing;#Rich Internet Applications;#Migration"	"BEAWebLogic;#Eclipse;#Hibernate;#HTML;#J2EE;#J2SE;#Java Script;#JDBC;#JMS;#JSP;#SOAP;#Struts"	03.11.2008		trj	pn_508_d_ep2_e-payment_plattform_web.pdf	C10819	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
507	Neues Videomail-Produkt: Check vor Markteinführung	Ein innovatives Produkt zur E-Mail-basierten Videokommunikation soll auf den Markt kommen. Der Kapitalgeber beauftragt Zühlke mit der Koordination der Projektarbeiten und der technischen Qualitätssicherung und -optimierung.	Telecommunications	ZHT Treuhand	Software Solutions	"Development;#_ Software solutions;#__ Development support;#__ Project management"	Agile Methods	Rich Internet Applications	"C++;#Windows;#Apache; PHP; MySQL"	04.11.2008		dwe, rrl, rde	pn_507_d_videomail_check_web.pdf	C11423	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
504	Optimierungsvorschläge für eine Software Architektur	Ein Versicherungsunternehmen beauftragt Zühlke, Ursachen für Performance­engpässe einer Software zu suchen. Die Erkenntnisse aus dem Architektur-Assessment helfen, die richtige Investi­tionsentscheidung zu treffen.	Insurance	SwissLife	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Expertise"	Java EE	Information Systems	"BEAWebLogic;#Eclipse;#Java EE;#J2EE;#J2SE"	26.10.2009		wje, cht	pn_504_d_optimierung_sw_architektur_web.pdf	c11288	Martin, Elisabeth	23.07.2010 12:09	Item	services/bd/pn/Project Notes published
503	Team Enabling für das Business Engineering	Die BKW baut im Bereich Energiehandel ein Business Engineering Team auf. Ein Zühlke Berater coacht und schult das Team in Business Modelling und Requirements Engineering und zeigt das Umsetzen der Methodik in die Praxis.	Energy & Water	BKW FMB Energie AG	Software Solutions	"Consulting;#_ Management Consulting;#__ Business Process Management;#_ Methodology;#__ Innovation technology;#__ Business Modelling;#__ Requirements Engineering;#Integration;#_ Business Process Management;#_ Project management"		Information Systems	Enterprise Architect	27.11.2008		mos, ndu	pn_503_d_team_enabling_be_web.pdf		Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
502	LabVIEW-Schulung: Upgrade leicht gemacht	Mit einer maßgeschneiderten Schulung bietet Zühlke dem Entwicklungsteam für Prüf- und Messtechnik eines Herstellers von Haustechnik eine effiziente Möglichkeit, in kürzester Zeit die aktuellste LabVIEW-Version erfolgreich anzuwenden.	Devices & Apparatus	Siemens	Product Innovation	"Consulting;#_ Technology Consulting;#__ Technology Consultation"	LabVIEW		LabVIEW	05.09.2008		av	pn_502_d_labview_upgrade_web.pdf		Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
501	Smart Client goes Web	Wie lassen sich erfolgreiche Programme effektiver nutzen? Zühlke entwickelt mit einem Softwarehersteller Konzepte, um vorhandene Smart Client-Lösungen durch leichtgewichtigere Webmodule für neue Benutzergruppen zu erschließen.	SW Products & Services	IBS	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Consultation"	.NET	Rich Internet Applications	"ASP .NET;#AJAX"	18.12.2009		sba	pn_501_d_web_development_web.pdf		Martin, Elisabeth	23.07.2010 12:17	Item	services/bd/pn/Project Notes published
499	Hochverfügbare Lösung für die Warendeklaration beim Zoll	Zühlke unterstützt das Bundesamt für Informatik und Telekommunikation BIT bei der Entwicklung der Zoll-Applikation für Warendeklarationen. Die neue Lösung vereinfacht und automatisiert die Abläufe und unterstützt die Nutzer optimal. 	Public Sector	Schweizer Zoll	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	"Java EE;#Web Services"	"Information Systems;#Rich Internet Applications"	"BEAWebLogic;#CruiseControl;#Eclipse;#Hibernate;#HTML;#J2EE;#Java Script;#JDBC;#JMS;#JSP;#Oracle;#RUP;#SOAP;#Struts;#UML"	11.08.2008		kri	pn_499_d_warendeklaration_web.pdf	C10888	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
498	SAP-Anbindung einer Onlineplattform mit BizTalk	affilinet, eines der führenden europäischen Affiliate-Netzwerke bindet mit Zühlke seine Online-Marketing-Plattform an das konzernweite SAP-System an. Damit erhält das Unternehmen einen durchgängigen Billing-Prozess.	Telecommunications	affilinet	Software Solutions	"Integration;#_ Integration Solutions"	BizTalk	Information Systems	"ASP .NET;#C#;#MS .NET Framework;#MS SQL;#SAP"	04.09.2008		cab, rrl	pn_498_d_integration_onlineplattform_web.pdf	C10481	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
497	CATS: Freude am Rechnen	Die Ingenieure von Alstom berechnen Turbogeneratoren seit langem mit der Software CATS (Calculation of Turbo Generators). Alstom möchte eine moderne Benutzerschnittstelle dafür und gleichzeitig die Kosten senken.	Energy & Water	Alstom	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	.NET	Migration	"C#;#RUP;#Windows;#XML;#TFS"	18.08.2008		klu	pn_497_d_turbogenerator_.net_web.pdf		Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
496	Optimierte Qualifikation von Branddetektionssystemen	Zur Qualifikation von Branddetektoren entwickelt Zühlke in kurzer Zeit vier Testanlagen und baut diese in eigenen Werkstätten. Die Anlagen prüfen automatisch die Alarmsysteme unter realen Bedingungen.	Devices & Apparatus	Siemens	"Software Solutions;#Product Innovation"	"Development;#_ Software solutions;#__ Bespoke Solutions;#__ Project management;#_ Product innovation;#__ Test Engineering"	LabVIEW	"Machine Control Systems;#Sensors/Signal Processing;#Product Testing"	"C++;#LabVIEW;#MS Excel;#UML;#CAD - ProE; MS Visual Studio; SW Analyse Tools; GOOP"	06.01.2009		hau	pn_496_d_brandmeldesystem_web.pdf	1647 bis 1651	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
495	Projektleiter für Internet Security Software-Entwicklung	"Die Software „Internet Security"" bietet dem Kunden einen umfassenden Schutz. Swisscom entwickelt die Client-Lösung zusammen mit einem namhaften Security-Partner, Zühlke stellt den Projektleiter."	Telecommunications	Swisscom	"Software Solutions;#Management Consulting"	"Consulting;#__ Business Process Management;#_ Technology Consulting;#__ Security;#_ Methodology;#__ Product Development Process;#__ Software-Testing;#__ Project management"	Web Services	"Rich Internet Applications;#Information Management"	"HTML;#Windows;#XML"	17.07.2008		mud	pn_495_d_projektleiter_client_sw_web.pdf	p.2248	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
494	Projektleitung: Entwickeln neuer Drehautomaten	Ein Hersteller von Drehautomaten überarbeitet seine Produktlinien. Zühlke stellt den Projektleiter für ein Entwicklungsprojekt bis ein neuer interner Projektleiter nach intensivem Know-how-Transfer diese Aufgabe übernimmt. 	Machinery & Plants	Tornos	Product Innovation	"Consulting;#__ Platform & Module strategies;#_ Methodology;#__ Product Development Process;#Development;#__ Project management;#_ Product innovation"		Innovation Management		16.06.2008		mst	pn_494_d_drehautomaten_pl_web.pdf	1826	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
493	Einfaches Testen durch neue Steuerung und User-Interface	Eine Anlage zur Dichtigkeitsprüfung von Transformatorenkomponenten soll eine neue Steuerung erhalten. Zühlke entwi­ckelt eine Software mit intuitiver Benut­­­zeroberfläche, die den Anwender Schritt für Schritt durch den Prüfablauf führt. 	Machinery & Plants	Weidmann	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering"	LabVIEW	Machine Control Systems	LabVIEW	10.07.2008		rva	pn_493_d_balgentestgeraet_web.pdf	P.1833	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
492	Zuverlässige Firmware für Swiss Light Source SLS	Die Firmware zur Datenaufnahme beim Elektronenstrahl-Positionierungssystem ist instabil. Zühlke analysiert diese und entwickelt eine FPGA-Architektur, die  modulweise implementiert und in der Hardware-Plattform getestet wird.	Measuring, Steering & Control	PSI	Product Innovation	"Consulting;#_ Methodology;#__ Product Development Process;#Development;#_ Product innovation;#__ Product development"	"Digital Engineering;#FPGA"	"Control Systems;#Sensors/Signal Processing"	"FPGA; VHDL; Altera; Quartus; MAX+"	28.05.2008		mwe	pn_492_d_firmware_web.pdf	1840, C10310	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
491	Testumgebung für VHDL-Design	Eine neue Generation von Multiplexer­modulen nutzt FPGA’s, die mit VHDL programmiert werden. Zühlke unter­stützt den Kunden beim Erstellen eines Test­­tools, das die Funktion simuliert und die Datenströme verifiziert.	Energy & Water	ABB	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering;#__ Simulation & Calculation"	Microprocessors	Embedded Systems	"HDL-Designer; ModelSim; VHDL"	10.06.2008		rva	pn_491_d_testbench_fpga_web.pdf	1813	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
490	Interaktive Publikationslösung für Finanzdaten	Zühlke unterstützt ein Finanzinstitut bei der Entwicklung einer Lösung zum Auswerten und Publizieren von Finanzdaten. Damit können die Benutzer Daten und Reports mit weniger Aufwand und besserer Qualität schneller bereitstellen.	Banking & Financial services	neutral	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Web Services	Rich Internet Applications	"Eclipse;#HTML;#J2SE;#Java Script;#XML"	30.05.2008		"stg; ndu"	pn_490_d_publikationsloesung_web.pdf	?	Martin, Elisabeth	25.01.2011 16:34	Item	services/bd/pn/Project Notes published
489	Realisierung einer service-orientierten Plattform	Eine international tätige Bank führt strategisch eine SOA-Lösung ein. Zühlke unterstützt bei der Konzeption und der Umsetzung einer Lösung, die sich reibungslos in die bereits vorhandene Integrationsarchitektur einfügt.	Banking & Financial services	DZ Bank	Software Solutions	"Development;#__ Development support;#Integration;#_ Business Process Management;#_ Integration Solutions;#_ Service-oriented Architectures"	Web Services		"Eclipse;#IBM Websphere;#SOAP;#Windows;#J2SE; IONA Artix; Sun Solaris; IBM WebSphere MQ"	07.07.2008		"kal; bel"	pn_489_d_soa_plattform_web.pdf		Martin, Elisabeth	24.03.2011 12:57	Item	services/bd/pn/Project Notes published
487	Lieferantenmanagement – schlank und verständlich	Neue Ansätze verbessern das Lieferantenmanagement eines Produktionsunternehmens. Zühlke stellt Beschaffungsobjekte ins Zentrum, bildet das Team aus und sorgt für breite Akzeptanz des Konzeptes.	Medical & Laboratory Devices	neutral	Product Innovation	"Consulting;#_ Management Consulting;#__ Business Process Management"			SAP	12.08.2008		pml	pn_487_d_lieferantenmanagement_web.pdf	P2200	Martin, Elisabeth	23.07.2010 12:27	Item	services/bd/pn/Project Notes published
486	Sensor für kontinuierliches Glukosemonitoring	Zühlke übernimmt einen Teil der Entwicklung eines neuartigen Glucose­sensors. Spezialisten beurteilen die Risiken, erstellen die Spezifikationen für die Elektronik und unterstützen den Projektleiter des Kunden.	Medical & Laboratory Devices	Sensile	Product Innovation	"Consulting;#_ Methodology;#__ Product Development Process;#Development;#_ Product innovation;#__ Product development"		Sensors/Signal Processing	MSYS/PEP	28.05.2008		fit	pn_486_d_glucosemonitoring_web.pdf	1844	Martin, Elisabeth	23.07.2010 12:28	Item	services/bd/pn/Project Notes published
485	Swiss Quality Water?	Welche Qualität hat das Wasser der Reuss? Kann ich bedenkenlos baden gehen? Antworten auf solche Fragen gibt es im Kanton Luzern sehr schnell. Zühlke erstellt dafür die einfach benutzbare Datenbank Applikation.	Public Sector	inNet	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	.NET	Information Systems	"C#;#IIS;#MS .NET Framework;#MS SQL;#RUP;#Windows;#XML;#Infragistics; Crystal Reports; Extrem Optimizations; Zde Graph; DevExpress Layout Control; Gigasoft ProEssentials; Koogra; Log4Net"	28.03.2008		klu	pn_485_d_wasserqualitaet_web.pdf	C10441	Martin, Elisabeth	23.07.2010 12:28	Item	services/bd/pn/Project Notes published
484	Kunststoffgehäuse wird stabiler und preisgünstiger	Zühlke analysiert ein Kunststoffgehäuse im Hinblick auf Stabilität, Wartungsfreundlichkeit und Senkung der Herstellungskosten. Konstruktive Anpassungen und optimale Produktionsverfahren ergeben beträchtliche Einsparungen.	Medical & Laboratory Devices	SpinX-Technologies	Product Innovation	"Development;#_ Product innovation;#__ Production cost reduction"	Plastics Technology		Solid Works	13.06.2008		rar, fit	pn_484_d_kunststoffgehaeuse_web.pdf	1814	Martin, Elisabeth	23.07.2010 12:29	Item	services/bd/pn/Project Notes published
481	Software für revolutionäres Hörgerätezubehör	Ein internationaler Hörgerätehersteller bringt ein modernes Sendegerät für den Unterricht in Klassen mit hörbehinderten Schülern auf den Markt. Zühlke ist an der Entwicklung mit state-of-the-art Werkzeugen beteiligt.	Medical & Laboratory Devices	Phonak	Software Solutions	"Consulting;#_ Technology Consulting;#__ Technology Consultation;#_ Methodology;#__ Software Development Process;#__ Software-Testing;#Development;#__ Development support;#_ Product innovation;#__ Product development"	Model-Based Design	"Embedded Systems;#Sensors/Signal Processing"	"C++;#HTML;#MS Excel;#Patterns;#Rhapsody;#UML"	18.02.2008		dav	pn_481_d_sw_hoergeraet_web.pdf	P.3784.01	Martin, Elisabeth	23.07.2010 12:30	Item	services/bd/pn/Project Notes published
480	Flexiblere Entwicklung dank Sourcing-Strategie	Die große Nachfrage nach der Bankensoftware von Avaloq stellt das Unternehmen vor Engpässe in der Produktion. Die Lösung liegt in Entwicklungsleistungen von Dritten. Hinter dem neuen Verständnis steht eine Sourcing-Strategie.	Banking & Financial services	Avaloq	"Software Solutions;#Management Consulting"	"Consulting;#_ Management Consulting;#__ IT Strategy & Enterprise Architecture;#Integration;#_ Business Process Management;#_ Change Management"		Information Management		12.03.2008		sts	pn_480_d_sourcingstrategie_web.pdf	P 2250	Martin, Elisabeth	25.01.2011 16:11	Item	services/bd/pn/Project Notes published
478	GUI Testing: Toolevaluation und Einführung	Ein Rentenversicherer ersetzt seine Soft­ware zur Geschäftsabwicklung. Zühlke evaluiert zusammen mit dem Team eine Anwendung zum Testen der neuen Lösung. Sie bindet weniger Personal und liefert zuverlässige Testergebnisse.	Insurance	BVK	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#__ Software-Testing"			"Java Swing; QF-Test; Jyton"	15.02.2008		myp	pn_478_d_gui_testtool_web.pdf		Martin, Elisabeth	23.07.2010 12:31	Item	services/bd/pn/Project Notes published
477	Projekterfolg beginnt mit einer soliden Planung	Ein Softwareunternehmen plant ein neues Release, das einen Aufwand von rund 150 Personenjahren erfordert. Mit Unterstützung von Zühlke wird in kurzer Zeit ein pragmatisches Planungsvorgehen definiert und eingeführt.	Banking & Financial services	Avaloq	Software Solutions	"Consulting;#_ Methodology;#__ Project management"				03.04.2008		kam	pn_477_d_releaseplanung_web.pdf	P.3769	Martin, Elisabeth	23.07.2010 12:32	Item	services/bd/pn/Project Notes published
476	Produzent testet Elektronikmodule vor Ort	Die Elektronikmodule eines medizintechnischen Gerätes soll der Produzent bereits vor Ort in Fernost prüfen. Zühlke entwickelt und baut hierfür die kompletten, einfach bedienbaren Testgeräte nach den Vorgaben des Kunden.	Medical & Laboratory Devices	Medela	Product Innovation	"Development;#_ Product innovation;#__ Test Engineering"	LabVIEW		LabVIEW	26.02.2008		fgt	pn_476_d_printtestgeraet_web.pdf	1828	Martin, Elisabeth	23.07.2010 12:32	Item	services/bd/pn/Project Notes published
475	Gemeinsam einen Zahn zulegen	Das Sortiment des Kunden umfasst mehrere tausend Artikel. Angeleitet von Zühlke entwickelt eine international zusammengesetzte Mitarbeitergruppe Ideen für Produkte von morgen: konkrete Konzepte für Innovationen in nur zwei Tagen.	Devices & Apparatus	Bosch	"Product Innovation;#Management Consulting"	"Consulting;#_ Methodology;#__ Innovation technology"				14.02.2008		kr	pn_475_d_innovationsworkshop_web.pdf		Martin, Elisabeth	23.07.2010 12:32	Item	services/bd/pn/Project Notes published
474	Flugverkehrsleiter lernen auf neuer Simulationsplattform	Zühlke entwickelt mit skyguide eine Simulationsplattform, die alle operativen Systeme realistisch abbildet. Die verteilte Applikation ist sehr bedienerfreundlich und bietet hohe Ausfallsicher­heit, Stabilität und Skalierbarkeit.	Transportation & Logistics	Skyguide	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"			"Eclipse;#J2SE;#Patterns;#Rational Rose;#RUP;#UML;#Windows;#XML;#Jython£/P<thon; Lgo4J; JUnit; Rational Software Architect"	27.10.2008		dir	pn_474_d_flugverkehrssimulation_web.pdf	3567 u.a.	Martin, Elisabeth	23.07.2010 12:33	Item	services/bd/pn/Project Notes published
473	Verkehrsmonitoring - 280 Augen schlafen nie	Tag und Nacht erfassen automati­sche Messstellen den Verkehr auf wichtigen Schweizer Straßen. Zühlke und inNET entwickeln eine Software, die Messdaten aufbereitet und an ein übergeordnetes Data Warehouse weitergibt.	Public Sector	ASTRA	Software Solutions	"Development;#_ Software solutions;#__ Bespoke Solutions"	.NET	Information Systems	"C#;#MS .NET Framework;#Oracle;#RUP;#Windows;#XML;#.NET; MS Team System"	29.10.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_473_d_master .ppt	klu	pn_473_d_verkehrsmonitoring_web.pdf	3743	Martin, Elisabeth	23.07.2010 12:33	Item	services/bd/pn/Project Notes published
472	Optischer Barcode-Leser für miniaturisiertes Messgerät	Mit neuen Technologien entwickelt Zühlke einen integrierten optischen Sen­sor für das Erkennen von Barcodes auf medizinischem Verbrauchsmaterial. Bei kleinerem Bauraum kann die Funktion wesentlich verbessert werden.  	Medical & Laboratory Devices	neutral	Product Innovation	"_ Product innovation;#__ Simulation & Calculation"	Optics	Sensors/Signal Processing	"ZEMAX; FRED"	26.02.2008		bst	pn_472_d_barcodeleser_web.pdf	p901.00.01.06	Martin, Elisabeth	23.07.2010 12:34	Item	services/bd/pn/Project Notes published
471	Starthilfe für optimales Requirements Engineering	Zühlke unterstützt Swiss Life beim Aufbau von methodischem Know-how im Business Requirements Engineering. Der Kunde profitiert von einer qualitativ hochwertigen Ausbildung nach einem international anerkannten Lehrplan.	Insurance	SwissLife	Software Solutions	"Consulting;#_ Team Training"				17.12.2009		sle	pn_471_d_requirements-engineering_kurs_web.pdf	6319, 3799	Martin, Elisabeth	23.07.2010 12:34	Item	services/bd/pn/Project Notes published
470	Güter auf die Schiene - einfach und schnell geplant	Eine neue Anwendung unterstützt Ange­stellte der SBB Cargo bei der Planung des Güterverkehrs. Zühlke wirkt bei der Realisierung einer Applikation mit, die  Ab­läufe automatisiert und eine innovative Oberfläche auf­­weist.	Transportation & Logistics	SBB	Software Solutions	"Development;#_ Software solutions;#__ Development support"	Java EE	"Enterprise Resource Planning;#Rich Client Application"	"CruiseControl;#IBM Websphere;#Java EE;#J2EE;#Oracle;#SessionBeans"	14.03.2008		dma	pn_470_d_gueterverkehrsloesung_web.pdf		Martin, Elisabeth	23.07.2010 12:34	Item	services/bd/pn/Project Notes published
468	Neue Ideen aus allen Rohren	Für die nächste Produktgeneration sucht ein Industrieunternehmen kreative Ideen außerhalb gewachsener Denkschemata. In einer von Zühlke geleiteten Innovationsphase werden gemeinsam Impulse für neue Produkte entwickelt.	Energy & Water	Georg Fischer Piping Systems	"Product Innovation;#Management Consulting"	"Consulting;#__ Platform & Module strategies;#_ Methodology;#__ Innovation technology"		Innovation Management		15.01.2008	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_468_d_master.ppt	weu/wgm	pn_468_d_kreativitaetsworkshop_web.pdf	P.2206	Martin, Elisabeth	23.07.2010 12:38	Item	services/bd/pn/Project Notes published
467	Bessere Finanzinformationen mit neuer Softwarelösung	Der Kunde ersetzt eine Finan­cial-Messa­ging-Anwendung, um schneller und doch weiterhin fehlerfrei zu reagieren. Der Zühlke Ansatz der ausführbaren Spezifikationen durch automatisiertes Testen hilft ihm, beide Ziele zu erreichen.	Banking & Financial services	M & G	Software Solutions	"Consulting;#_ Methodology;#__ Requirements Engineering"	Java EE	Electronic Payments	"BEAWebLogic;#Java EE;#JDBC;#MS Excel;#Oracle;#MQ; Fit"	29.01.2008		kbr	pn_467_d_finanzinformationen_web.pdf	8062	Martin, Elisabeth	23.07.2010 12:39	Item	services/bd/pn/Project Notes published
466	Schneller zu gutem Kaffee mit neuer Software	Die Software einer neuen Generation von Kaffeeautomaten wird innerhalb von sechs Monaten optimiert. Zühlke schult das Entwicklerteam, um die Qualität der Software und des Entwicklungsprozesses sicherzustellen.	Devices & Apparatus	Thermoplan	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#Development;#_ Software solutions"	Real-Time and Embedded Software	"Embedded Systems;#Machine Control Systems"	"Patterns;#UML"	26.10.2007	https://inzide.zuehlke.com/services%2Fbd%2Fpresentations%2FProject%20Note%20Slides%2Fpn_466_d_master .ppt	rup	pn_466_d_kaffeemaschinensoftware_web.pdf	3730	Martin, Elisabeth	23.07.2010 12:40	Item	services/bd/pn/Project Notes published
465	Agile Softwareentwicklung für Fondsmanager	Zühlke optimiert die Leistungen eines großen Fondsmanagers durch maßgeschneiderte Schulungen, Coaching und Mentoring. Der Entwicklungszyklus ist kürzer, die Qualität besser und das Projektmanagement effektiver.	Banking & Financial services	M & G	Software Solutions	"Consulting;#__ Organisation development;#__ Business Process Management;#__ IT Strategy & Enterprise Architecture;#_ Methodology;#__ Innovation technology;#__ Software Development Process;#__ Project management"		"Electronic Payments;#Information Systems;#Innovation Management;#Information Management"	"Patterns;#Extreme Programming; Scrum; Retrospectives; Broadband Delphi"	29.01.2008		kbr	pn_465_d_agile_enablement_web.pdf	"8061;8085;8086"	Martin, Elisabeth	23.07.2010 12:41	Item	services/bd/pn/Project Notes published
464	Testmanagement für eine Versicherungssoftware	Eine neue Versicherungssoftware soll die bisherige Lösung eines Rentenversicherers ersetzen. Zühlke koordiniert die Freigabetests und begleitet die Fachbereichs­teams durch den gesamten Test- und Change Management-Prozess.	Insurance	BVK	Software Solutions	"Consulting;#_ Methodology;#__ Software Development Process;#__ Software-Testing"			"Oracle;#Java Swing; V-Modell; RationalClearQuest; MS Access"	15.02.2008		myp	pn_464_d_freigabetests _web.pdf		Martin, Elisabeth	23.07.2010 12:41	Item	services/bd/pn/Project Notes published
